dataset	architecture	distractor_name	cap_len	token_pos	chebyshev	cosine
mscoco	pre	max	10	4	5.0260386	0.008282095334307413
mscoco	pre	max	10	5	4.937098	0.007286223850645736
mscoco	pre	max	10	6	4.8414736	0.006350708333643734
mscoco	pre	max	10	7	4.8145223	0.006276950085646245
mscoco	pre	max	10	8	4.92488	0.007324742046198004
mscoco	pre	max	10	9	5.16529	0.010371472844529219
mscoco	pre	max	10	10	4.578567	0.004250705185979183
mscoco	pre	max	11	0	5.2389355	0.010933333386977514
mscoco	pre	max	11	1	5.799054	0.01618314447502295
mscoco	pre	max	11	2	5.3412824	0.009720359866817792
mscoco	pre	max	11	3	5.152675	0.009947442511717478
mscoco	pre	max	11	4	5.109177	0.008640278751651445
mscoco	pre	max	11	5	5.2394853	0.008877731611331303
mscoco	pre	max	11	6	5.016952	0.006654335310061773
mscoco	pre	max	11	7	5.0960903	0.008243258794148762
mscoco	pre	max	11	8	4.9499645	0.006360480561852455
mscoco	pre	max	11	9	5.00176	0.006995756054917971
mscoco	pre	max	11	10	5.3051906	0.011120157813032468
mscoco	pre	max	11	11	4.7081056	0.004496015856663386
mscoco	pre	max	12	0	5.5189643	0.011712431472583409
mscoco	pre	max	12	1	6.1519604	0.017514539461066254
mscoco	pre	max	12	2	5.499281	0.009915939647785938
mscoco	pre	max	12	3	5.6303077	0.013130652643468257
mscoco	pre	max	12	4	5.4199157	0.009247875996749767
mscoco	pre	max	12	5	5.171875	0.006494232337840282
mscoco	pre	max	12	6	5.2473135	0.008002013185598554
mscoco	pre	max	12	7	5.2843385	0.007638046776291227
mscoco	pre	max	12	8	5.3448477	0.007220420959222056
mscoco	pre	max	12	9	5.788444	0.009860090095631397
mscoco	pre	max	12	10	5.433398	0.007769287067608242
mscoco	pre	max	12	11	5.816764	0.011518272605255573
mscoco	pre	max	12	12	5.091346	0.004723084233973148
mscoco	pre	max	13	0	4.80593	0.009537378083104673
mscoco	pre	max	13	1	5.124112	0.014543061671049698
mscoco	pre	max	13	2	4.774484	0.0073803404103154726
mscoco	pre	max	13	3	4.6441035	0.010675855304883875
mscoco	pre	max	13	4	4.6395826	0.008065042288407036
mscoco	pre	max	13	5	4.543138	0.006226977576380191
mscoco	pre	max	13	6	4.4493265	0.006834556227144988
mscoco	pre	max	13	7	4.8856363	0.008980644785839579
mscoco	pre	max	13	8	4.4785695	0.005250679410022238
mscoco	pre	max	13	9	4.7156157	0.006680009157761284
mscoco	pre	max	13	10	5.016773	0.008259889872177788
mscoco	pre	max	13	11	5.0030665	0.007407349088917608
mscoco	pre	max	13	12	5.2263746	0.011009630949600883
mscoco	pre	max	13	13	4.6559935	0.004126079704450524
mscoco	pre	med	7	0	7.9026623	0.020598167978872463
mscoco	pre	med	7	1	9.183266	0.030886437479905257
mscoco	pre	med	7	2	8.161147	0.017574896023968074
mscoco	pre	med	7	3	7.985836	0.016891288475727472
mscoco	pre	med	7	4	7.649181	0.013754663974281371
mscoco	pre	med	7	5	7.790485	0.01621002615906122
mscoco	pre	med	7	6	8.303835	0.021088729693195012
mscoco	pre	med	7	7	7.3063116	0.009752052036796029
mscoco	pre	med	8	0	7.7351584	0.019032006689127055
mscoco	pre	med	8	1	8.895839	0.02940246269086255
mscoco	pre	med	8	2	8.036148	0.017314403095021122
